# x y z rho theta phi s1 s2 stress_xx np intf bulk
-0.754130 -10.887885 -14.301914 17.990539 1.501644 2.489752 0.001405 0.001907 -1344790.000000 1 0 0
2.195370 -13.467685 -12.940814 18.805926 -1.409207 2.329697 -0.003974 0.005500 -76854.700000 1 0 0
2.103670 -11.268285 -14.630614 18.586407 -1.386232 2.476999 -0.002952 0.009539 1468000.000000 1 0 0
-5.486030 -6.414785 -16.447314 18.486755 0.863282 2.667442 0.014371 -0.006503 -701464.000000 1 0 0
4.508170 -14.121385 -11.342914 18.665444 -1.261779 2.223952 -0.006854 0.005641 191311.000000 1 0 0
13.977370 -10.618885 -7.788614 19.203908 -0.649693 1.988403 0.030057 -0.015566 -1669650.000000 1 0 0
7.104570 10.822015 -10.856314 16.895280 0.989871 2.268637 0.011801 -0.002929 137740.000000 1 0 0
5.717370 -4.237785 -12.489914 14.375155 -0.637853 2.623679 -0.007003 0.001233 2227610.000000 1 0 0
13.594870 0.447815 -9.986414 16.874522 0.032928 2.204092 0.011586 0.000808 1539000.000000 1 0 0
14.240970 4.978215 -10.350014 18.295099 0.336292 2.172110 0.012008 -0.002375 605527.000000 1 0 0
4.087170 4.274215 -13.481514 14.721586 0.807765 2.728205 0.006892 -0.001966 3395020.000000 1 0 0
10.254070 -4.988885 -13.710814 17.833153 -0.452811 2.447819 0.006149 -0.000151 -845607.000000 1 0 0
2.573770 -7.556185 -11.949314 14.370328 -1.242504 2.552647 -0.004433 0.003232 1460530.000000 1 0 0
-5.574530 -2.061885 -15.162614 16.285933 0.354271 2.768008 0.006437 -0.008783 -224792.000000 1 0 0
10.572570 -0.059985 -9.650614 14.314928 -0.005674 2.310629 0.011768 -0.003335 2375430.000000 1 0 0
-1.551730 -9.603785 -16.862414 19.467448 1.410606 2.618313 0.011376 -0.002335 781418.000000 1 0 0
8.751970 1.770215 -17.966314 20.062878 0.199572 2.680350 0.023363 -0.005504 -150933.000000 1 0 0
16.275970 -6.064385 -8.671614 19.413419 -0.356663 2.033849 0.041966 -0.008730 -1957320.000000 1 0 0
10.142970 7.570215 -9.939314 16.092792 0.641162 2.236516 0.012884 -0.004207 1526900.000000 1 0 0
13.744570 -2.381585 -10.558814 17.494962 -0.171571 2.218723 0.022709 -0.003870 -538715.000000 1 0 0
7.242870 -1.935585 -13.723014 15.637351 -0.261138 2.641586 0.002451 -0.002303 52048.900000 1 0 0
-2.787430 6.508515 -13.832614 15.539361 -1.166156 2.668506 0.006872 0.000106 1787560.000000 1 0 0
11.285070 1.723115 -13.786314 17.899284 0.151520 2.449976 0.011262 -0.005190 -934410.000000 1 0 0
-2.377930 10.681315 -13.009714 16.999932 -1.351743 2.442273 0.008646 -0.001963 -230731.000000 1 0 0
2.887370 -1.128985 -15.170114 15.483664 -0.372731 2.940003 0.008652 -0.007772 768145.000000 1 0 0
-8.994930 0.363415 -15.292214 17.745214 -0.040380 2.609536 0.003621 0.002238 -658405.000000 1 0 0
2.276670 -1.774085 -17.985014 18.215140 -0.661957 2.982467 0.017658 -0.012650 1099450.000000 1 0 0
0.968370 7.877315 -13.223814 15.422681 1.448479 2.601044 0.008145 -0.002026 444201.000000 1 0 0
9.321870 -9.114385 -9.836714 16.331877 -0.774144 2.217177 0.007172 -0.001206 -1038840.000000 1 0 0
3.918970 7.290215 -13.518514 15.851050 1.077550 2.592209 0.004445 -0.004631 2185550.000000 1 0 0
-2.709330 8.994315 -15.575614 18.188950 -1.278214 2.598903 0.010294 -0.004385 299757.000000 1 0 0
5.600270 -7.660085 -15.210014 17.927198 -0.939503 2.583813 0.000137 0.007163 1902970.000000 1 0 0
4.281670 7.186015 -16.405114 18.414648 1.033446 2.670060 0.013568 -0.006327 652589.000000 1 0 0
-0.183730 5.027215 -13.492914 14.400186 -1.534265 2.784725 0.012435 -0.003863 1719170.000000 1 0 0
8.902970 4.310415 -16.588814 19.314018 0.450891 2.603915 0.019701 -0.005058 -1206470.000000 1 0 0
5.385370 0.253715 -14.363214 15.341724 0.047077 2.782508 0.003913 -0.002797 506922.000000 1 0 0
6.269870 7.936015 -11.613314 15.400021 0.902150 2.425095 0.003944 0.001202 374776.000000 1 0 0
2.805270 -8.395385 -14.908814 17.338534 -1.248316 2.605803 -0.001425 0.003690 41918.400000 1 0 0
4.010670 11.350515 -13.848514 18.349414 1.231143 2.426011 0.007205 -0.012368 -2059790.000000 1 0 0
0.638370 -4.567285 -13.708114 14.463056 -1.431926 2.817067 0.003650 -0.002286 173781.000000 1 0 0
8.472170 -0.149385 -11.672514 14.423854 -0.017631 2.513672 -0.001902 -0.002446 -356561.000000 1 0 0
-0.929930 -5.107385 -16.273014 17.081016 1.390694 2.832782 0.008206 -0.008433 132942.000000 1 0 0
4.489770 0.876615 -11.744714 12.604157 0.192821 2.770172 -0.002894 -0.003302 1813660.000000 1 0 0
-2.793130 -7.266585 -15.614714 17.447754 1.203828 2.679096 0.007151 -0.002860 2493130.000000 1 0 0
11.313470 -3.826485 -11.346214 16.473407 -0.326145 2.330573 0.012465 -0.003308 1158700.000000 1 0 0
6.475570 -7.109685 -12.395514 15.688511 -0.832041 2.481771 -0.005397 0.004783 -127164.000000 1 0 0
3.514270 -4.024385 -14.614914 15.560895 -0.852962 2.791112 0.002683 -0.000571 3780870.000000 1 0 0
-0.650130 -1.455885 -18.306114 18.375420 1.150812 3.054713 0.020272 -0.016774 -127932.000000 1 0 0
14.886070 2.842415 -8.489014 17.370600 0.188674 2.081395 0.008118 0.002118 -347880.000000 1 0 0
6.883470 4.220015 -14.352614 16.467793 0.549971 2.629165 0.005206 -0.000712 2172890.000000 1 0 0
10.125170 -9.771385 -13.925014 19.796591 -0.767619 2.350972 0.024123 -0.004003 -979595.000000 1 0 0
9.012570 -3.101985 -15.637014 18.312971 -0.331484 2.594184 0.011042 -0.001980 -575087.000000 1 0 0
-5.399530 -2.054685 -18.058114 18.959750 0.363610 2.831957 0.007173 -0.007514 -410249.000000 1 0 0
5.042670 -9.158985 -10.937914 15.131209 -1.067515 2.378745 -0.011948 0.006916 2002820.000000 1 0 0
-2.479830 3.962815 -17.222914 17.846070 -1.011640 2.876551 0.009672 0.002088 2154480.000000 1 0 0
9.430170 9.292615 -14.637214 19.736485 0.778051 2.406297 0.027913 -0.007304 -1649070.000000 1 0 0
9.856170 9.959415 -11.728614 18.272778 0.790608 2.267721 0.022207 -0.007700 1006030.000000 1 0 0
11.891970 -6.008785 -9.619914 16.433721 -0.467863 2.196141 0.018081 -0.007142 979190.000000 1 0 0
8.135570 6.871615 -13.777614 17.413478 0.701373 2.483572 0.012381 -0.001590 1299520.000000 1 0 0
3.969970 -4.126385 -17.560114 18.470119 -0.804715 2.826381 0.014454 -0.004820 665675.000000 1 0 0
9.358270 -7.507385 -12.372814 17.234400 -0.676093 2.371597 0.005284 0.000241 673038.000000 1 0 0
11.962570 -8.707685 -8.721514 17.175321 -0.629214 2.103418 0.022509 -0.013191 1223330.000000 1 0 0
-2.938830 -2.551585 -13.844414 14.381067 0.714984 2.867545 0.008401 -0.006515 -2141120.000000 1 0 0
-0.375130 6.066315 -17.660114 18.676737 -1.509037 2.810130 0.019123 -0.004844 1545820.000000 1 0 0
1.196270 -8.540085 -17.318214 19.346437 -1.431625 2.679593 0.013655 -0.004343 223954.000000 1 0 0
0.070370 8.491915 -16.062714 18.169434 1.562510 2.655257 0.013303 -0.003684 -207561.000000 1 0 0
1.774070 3.312215 -15.037814 15.500127 1.079065 2.896742 0.015570 -0.002515 1624130.000000 1 0 0
-1.937130 -0.582885 -15.745614 15.875030 0.292283 3.013817 0.015460 -0.006271 386393.000000 1 0 0
14.020670 -4.395985 -8.351814 16.901380 -0.303828 2.087653 0.028131 -0.006957 -670551.000000 1 0 0
0.599770 0.613115 -14.536114 14.561395 0.796401 3.082657 0.009991 -0.005565 1872670.000000 1 0 0
8.810070 2.699015 -12.584714 15.597341 0.297277 2.509597 0.004678 -0.000474 1650700.000000 1 0 0
5.979870 1.039415 -17.161914 18.203585 0.172100 2.801658 0.017352 -0.002729 227478.000000 1 0 0
15.302570 1.427715 -12.381614 19.736042 0.093030 2.248955 0.020783 -0.006401 776284.000000 1 0 0
8.801770 -11.272085 -11.853214 18.574976 -0.907844 2.262861 0.019297 0.000273 1627010.000000 1 0 0
-4.614730 0.728115 -15.067014 15.774688 -0.156491 2.840924 0.011046 -0.004754 618871.000000 1 0 0
2.435170 5.066515 -17.380814 18.267247 1.122756 2.828788 0.020784 -0.004404 1476970.000000 1 0 0
5.905670 -11.718185 -12.291814 17.980030 -1.103974 2.323531 0.000190 0.005043 1262900.000000 1 0 0
12.785670 7.112515 -8.679414 17.011568 0.507658 2.106221 0.010685 -0.005291 -730228.000000 1 0 0
-5.080230 3.485315 -15.802614 16.961095 -0.601305 2.769855 0.005884 0.000565 829998.000000 1 0 0
-0.601330 -4.374885 -19.026814 19.532559 1.434202 2.913536 0.021043 -0.018299 -1414610.000000 1 0 0
9.747270 4.440915 -10.299314 14.859571 0.427506 2.336591 0.003263 0.001428 1491950.000000 1 0 0
13.316770 3.513215 -12.748114 18.766818 0.257942 2.317591 0.010570 -0.009378 -605120.000000 1 0 0
-6.325930 5.775115 -17.202014 19.216624 -0.739912 2.679593 0.001140 0.005863 -1065070.000000 1 0 0
-10.080530 3.112815 -15.533714 18.777725 -0.299506 2.544976 -0.003073 0.006144 70011.700000 1 0 0
10.546870 13.486115 -8.457814 19.095716 0.907094 2.029646 0.032462 -0.002296 -1437960.000000 1 0 0
7.338470 13.464915 -12.375914 19.705845 1.071795 2.249819 0.025102 -0.007295 -254259.000000 1 0 0
5.160970 15.066315 -11.397014 19.583702 1.240774 2.191938 0.015934 -0.009727 -1166030.000000 1 0 0
14.174370 9.358615 -10.052914 19.737211 0.583547 2.105212 0.040888 -0.008495 -2299950.000000 1 0 0
8.174570 -17.321685 -2.124614 19.271179 -1.129858 1.681269 0.019231 0.001207 -870336.000000 1 0 0
0.609970 -15.927185 -0.004614 15.938861 -1.532518 1.571086 0.011601 -0.010548 1448600.000000 1 0 0
-9.112630 -11.653685 7.665486 16.661575 0.907157 1.092723 0.004859 -0.006721 -697905.000000 1 0 0
1.956070 -15.866385 -2.522814 16.184343 -1.448131 1.727314 0.010920 -0.008279 965826.000000 1 0 0
-1.276630 -11.104785 -9.422014 14.619178 1.456337 2.271161 0.006110 0.001180 -66635.800000 1 0 0
-4.826530 -12.658585 -12.944814 18.737752 1.206527 2.333448 0.017056 -0.006112 1747780.000000 1 0 0
-8.479030 -17.899885 -1.739914 19.882835 1.128416 1.658417 0.004631 -0.005134 836892.000000 1 0 0
-11.384030 -7.057385 -8.755314 16.001823 0.554950 2.149746 0.008673 -0.010202 3662490.000000 1 0 0
-13.596730 -11.395585 -4.678614 18.347203 0.697552 1.828648 0.009171 -0.003089 -139531.000000 1 0 0
-5.703530 -13.408885 9.830486 17.577454 1.168625 0.977295 0.001200 -0.005491 414043.000000 1 0 0
0.071170 -13.966285 -3.598614 14.422628 -1.565701 1.822972 0.008165 -0.005331 -1035180.000000 1 0 0
-14.771730 -11.540285 1.957186 18.847089 0.663198 1.466763 0.007218 -0.003307 1025400.000000 1 0 0
-3.866030 -16.460485 -7.446414 18.475465 1.340110 1.985636 0.004032 -0.010288 905287.000000 1 0 0
