# x y z rho theta phi s1 s2 stress_xx np intf bulk
-0.749467 -10.808498 -14.350111 17.980852 1.501567 2.494894 0.009262 -0.001048 -743679.000000 1 0 0
2.126333 -13.389698 -13.161911 18.895534 -1.413308 2.341391 0.014350 0.000700 935465.000000 1 0 0
2.162533 -11.027998 -14.688511 18.494476 -1.377159 2.488504 0.018773 -0.000694 566241.000000 1 0 0
-5.579267 -6.324798 -16.561111 18.584986 0.847945 2.670563 0.011158 -0.002150 453412.000000 1 0 0
4.512733 -14.074598 -11.526011 18.743212 -1.260522 2.233110 0.009164 0.002643 1203990.000000 1 0 0
13.967133 -10.775598 -7.817711 19.295360 -0.657118 1.987950 0.032638 -0.015261 -216934.000000 1 0 0
7.164633 10.803002 -10.763411 16.848971 0.985192 2.263756 0.018498 -0.013848 483866.000000 1 0 0
5.752033 -4.152898 -12.613211 14.471542 -0.625331 2.629227 0.004348 -0.003445 1860840.000000 1 0 0
13.582533 0.504902 -10.039911 16.897927 0.037156 2.207005 0.014072 0.005186 1215980.000000 1 0 0
14.138233 5.056202 -10.391211 18.260122 0.343452 2.176166 0.008761 -0.004508 -1097430.000000 1 0 0
4.125533 4.309402 -13.425811 14.691609 0.807193 2.723444 0.011745 -0.001440 1629180.000000 1 0 0
10.327933 -5.093098 -13.756311 17.939954 -0.458143 2.444633 0.020395 -0.001455 -1102430.000000 1 0 0
2.665033 -7.475698 -12.021911 14.405374 -1.228349 2.558100 0.005238 -0.002135 1222830.000000 1 0 0
-5.598667 -1.979098 -15.239511 16.355568 0.339785 2.770035 0.011996 -0.006308 508163.000000 1 0 0
10.628133 -0.026598 -9.628611 14.341132 -0.002503 2.306890 0.006730 0.003004 1464920.000000 1 0 0
-1.601367 -9.495298 -16.866711 19.421921 1.403720 2.622837 0.015356 -0.009393 1749150.000000 1 0 0
8.815233 1.535602 -17.769811 19.895542 0.172468 2.675109 0.033512 -0.004883 41727.300000 1 0 0
16.360233 -5.832898 -8.764611 19.455033 -0.342479 2.038128 0.043244 -0.004786 -1814620.000000 1 0 0
10.166133 7.546402 -9.852811 16.042952 0.638560 2.232107 0.008947 -0.008089 36613.000000 1 0 0
13.729833 -2.308398 -10.624111 17.513102 -0.166572 2.222621 0.026599 0.000717 -1943000.000000 1 0 0
7.281933 -1.841398 -13.667211 15.595190 -0.247680 2.639077 0.011475 -0.004567 -689086.000000 1 0 0
-2.791367 6.594702 -13.721111 15.477426 -1.170388 2.660574 0.005471 -0.006158 -113911.000000 1 0 0
11.282133 1.787802 -13.965011 18.041737 0.157156 2.455992 0.013097 -0.000296 1564.510000 1 0 0
-2.204967 10.754702 -12.935511 16.966229 -1.368575 2.437852 0.003695 -0.000173 153084.000000 1 0 0
2.914733 -1.086798 -15.249711 15.563756 -0.356897 2.940366 0.015852 -0.009035 1365780.000000 1 0 0
-9.045167 0.407902 -15.288111 17.768167 -0.045066 2.606892 0.008711 0.001173 -1044750.000000 1 0 0
2.312333 -1.681898 -18.050111 18.275179 -0.628853 2.984488 0.028597 -0.014977 995421.000000 1 0 0
1.034333 7.909602 -13.138011 15.370068 1.440765 2.595921 0.006216 -0.004384 -295164.000000 1 0 0
9.434333 -9.111998 -9.905311 16.436251 -0.768020 2.217614 0.017202 -0.002272 -324117.000000 1 0 0
3.946133 7.252602 -13.554511 15.871262 1.072495 2.594477 0.005017 -0.000168 1460580.000000 1 0 0
-2.667167 9.055202 -15.457511 18.112016 -1.284351 2.593346 0.002674 -0.003454 -106373.000000 1 0 0
5.671633 -7.647998 -15.267911 17.993566 -0.932703 2.583980 0.020896 -0.002411 -118270.000000 1 0 0
4.254333 7.365502 -16.379811 18.456657 1.047008 2.662632 0.017347 0.002679 920118.000000 1 0 0
-0.274167 5.076202 -13.480011 14.406724 -1.516838 2.780963 0.012610 -0.008144 2327600.000000 1 0 0
8.766033 4.174002 -16.678011 19.298230 0.444391 2.614404 0.017865 0.000259 1323720.000000 1 0 0
5.352333 0.279302 -14.435011 15.397890 0.052136 2.786076 0.008454 -0.000476 1175420.000000 1 0 0
6.275833 7.887602 -11.621011 15.383375 0.898709 2.427101 0.002902 -0.004627 456525.000000 1 0 0
2.874133 -8.286798 -15.023011 17.396049 -1.236946 2.613139 0.014806 -0.005589 1238860.000000 1 0 0
4.024333 11.411402 -13.854311 18.394490 1.231755 2.423675 0.018296 -0.015102 -1358420.000000 1 0 0
0.585133 -4.536998 -13.838711 14.575207 -1.442535 2.822337 0.012124 -0.006892 677672.000000 1 0 0
8.453333 -0.081898 -11.616811 14.367179 -0.009688 2.512507 -0.000341 -0.000581 792755.000000 1 0 0
-1.033767 -4.968298 -16.351711 17.121072 1.365651 2.840670 0.008310 -0.010842 1146050.000000 1 0 0
4.461633 0.878502 -11.790311 12.636826 0.194414 2.773491 0.008506 -0.004263 937805.000000 1 0 0
-2.929467 -7.111398 -15.604511 17.396969 1.180040 2.683657 0.002874 -0.006595 2354410.000000 1 0 0
11.369833 -3.871598 -11.431911 16.581645 -0.328200 2.331500 0.015195 -0.001831 1722370.000000 1 0 0
6.549733 -7.002598 -12.514711 15.765576 -0.818802 2.487828 0.012039 -0.000955 -1151160.000000 1 0 0
3.460833 -4.016198 -14.690611 15.617979 -0.859538 2.795254 0.016189 -0.006752 3611160.000000 1 0 0
-0.578467 -1.389598 -18.302611 18.364400 1.176332 3.059538 0.020386 -0.017980 431617.000000 1 0 0
14.889433 2.912102 -8.527311 17.403752 0.193144 2.082851 0.007946 0.003193 -659715.000000 1 0 0
6.925933 4.261202 -14.255011 16.411329 0.551560 2.623182 0.008706 0.000919 2828550.000000 1 0 0
10.221333 -9.623798 -14.050811 19.862488 -0.755297 2.356615 0.037149 -0.008801 -865110.000000 1 0 0
