# x y z rho theta phi s1 s2 stress_xx np intf bulk
-0.975827 -10.900635 -14.288476 17.998240 1.481514 2.487963 -0.008526 0.013202 -837045.000000 1 0 0
1.927773 -13.545035 -13.037576 18.898748 -1.429423 2.332098 -0.015630 0.018088 475137.000000 1 0 0
1.882173 -11.192735 -14.688476 18.562630 -1.404195 2.483717 -0.013784 0.014937 1152950.000000 1 0 0
-5.747327 -6.203635 -16.192376 18.267728 0.823561 2.660290 0.002785 -0.008989 509462.000000 1 0 0
4.365273 -14.165635 -11.515076 18.770131 -1.271871 2.231254 -0.008891 0.007190 552990.000000 1 0 0
13.885873 -10.753435 -8.098676 19.340176 -0.658945 2.002863 0.012728 0.000920 1143010.000000 1 0 0
7.092673 10.846765 -10.804276 16.872780 0.991686 2.265734 0.009998 -0.008042 300103.000000 1 0 0
5.625473 -4.274835 -12.635076 14.476371 -0.649811 2.631720 -0.006365 0.002000 2969390.000000 1 0 0
13.540173 0.487865 -10.082976 16.889071 0.036015 2.210568 0.005467 0.001212 1423140.000000 1 0 0
14.056973 5.019665 -10.335176 18.155203 0.342981 2.176412 0.005241 0.000949 -416549.000000 1 0 0
3.985473 4.332265 -13.515976 14.742256 0.827067 2.730835 -0.003942 0.002082 1900640.000000 1 0 0
10.040573 -4.945335 -13.829876 17.791428 -0.457658 2.461213 0.006811 0.000846 -629709.000000 1 0 0
2.351073 -7.573335 -12.042776 14.419133 -1.269788 2.559282 -0.006543 0.006703 1132450.000000 1 0 0
-5.688127 -1.863235 -15.106976 16.249528 0.316551 2.764359 -0.001741 -0.004394 113788.000000 1 0 0
10.521273 0.011965 -9.680776 14.297369 0.001137 2.314614 0.007959 -0.001216 2923680.000000 1 0 0
-1.806627 -9.592935 -16.850876 19.474094 1.384648 2.616539 0.005344 0.006842 1438590.000000 1 0 0
8.436973 1.656565 -17.975676 19.926155 0.193879 2.695442 -0.010006 0.006868 -29888.700000 1 0 0
16.271573 -5.995335 -8.951876 19.515231 -0.353020 2.047342 0.014503 -0.007628 750056.000000 1 0 0
10.092273 7.542365 -9.920476 16.036118 0.641797 2.237798 0.008745 -0.002195 1003000.000000 1 0 0
13.632073 -2.347135 -10.723576 17.502501 -0.170506 2.230254 0.012276 -0.000512 -1608510.000000 1 0 0
7.051973 -1.820735 -13.711576 15.525873 -0.252670 2.653318 0.001020 -0.000618 850708.000000 1 0 0
-2.846127 6.723665 -13.782276 15.596770 -1.170367 2.654425 -0.003744 -0.003825 588456.000000 1 0 0
11.151273 1.864665 -13.891276 17.910763 0.165683 2.458434 0.002830 0.002476 525723.000000 1 0 0
-2.318727 10.844565 -12.898176 17.010115 -1.360153 2.431444 -0.002948 -0.001052 -1420500.000000 1 0 0
